voltage,rate_of_change,is_attack
4.192306130263187,-5.977802403247523e-05,0
4.192253609570338,-5.992649910577796e-05,0
4.192231728410911,-5.594477687962396e-05,0
4.192196932260792,-5.270754962110047e-05,0
4.192168388405428,-4.7255213146080166e-05,0
4.192095780497457,-4.754924268413063e-05,0
4.192055190658187,-4.503953076815392e-05,0
4.191980563195777,-4.75948007789384e-05,0
4.191929105759101,-4.982792697418859e-05,0
4.191890236519364,-4.677143229576685e-05,0
4.191810246114739,-4.958841484485888e-05,0
4.1917362517387655,-5.173578315726956e-05,0
4.191662854454818,-5.688739560927303e-05,0
4.191577024794612,-6.199074661799031e-05,0
4.191529278173874,-6.391102315532749e-05,0
4.191489732318666,-6.060481787910632e-05,0
4.191405252846343,-6.499378118443033e-05,0
4.191332324053869,-6.482391419080358e-05,0
4.191283083496071,-6.460222630302325e-05,0
4.191231793235641,-6.584432837231091e-05,0
4.191153699884307,-6.565462304317649e-05,0
4.191109046492855,-6.272052459106447e-05,0
4.191059199198376,-6.03655256441904e-05,0
4.191004313379776,-5.7271141483639096e-05,0
4.190922620128487,-6.066580453873982e-05,0
4.190865424250565,-6.243080681009872e-05,0
4.19081000240529,-5.95250441052464e-05,0
4.190734814303687,-5.975097501824678e-05,0
4.190659920856748,-6.231626393224943e-05,0
4.190576198680848,-6.555945547930264e-05,0
4.190513615688555,-6.400841957514558e-05,0
4.190450520967983,-6.585255248721111e-05,0
4.190375359429931,-6.838397684454378e-05,0
4.190313797771477,-6.905156082988028e-05,0
4.190221028133871,-7.015919946162796e-05,0
4.19015589459329,-7.095296572749988e-05,0
4.19009079965815,-7.19202747140102e-05,0
4.190039360274335,-6.954540293513389e-05,0
4.189978201072398,-6.817197843504985e-05,0
4.189934377563931,-6.418211169165745e-05,0
4.189890081838497,-6.23533850058422e-05,0
4.189814342203967,-6.361787640161154e-05,0
4.189766361412424,-6.08998017506579e-05,0
4.189727141114841,-5.86656656635931e-05,0
4.189648078066016,-5.7295006785462735e-05,0
4.189589219925644,-5.666746676462609e-05,0
4.189554540589597,-5.362590685527024e-05,0
4.189484477054593,-5.5488321974195286e-05,0
4.189418063447983,-5.601376244150913e-05,0
4.189377090585362,-5.572869785694934e-05,0
4.189326162197344,-5.639196411530989e-05,0
4.189240765414429,-5.7357678953806615e-05,0
4.189190385007122,-5.759764053019368e-05,0
4.189143908073137,-5.832330417039344e-05,0
4.189090233222412,-5.578448436036609e-05,0
4.1890483969578725,-5.408229677712484e-05,0
4.188971916693614,-5.826238959834029e-05,0
4.188912016031943,-5.7246102265029466e-05,0
4.1888223460702605,-5.95717377722238e-05,0
4.188783653149723,-5.934374356391104e-05,0
4.188725833707674,-6.003284896696215e-05,0
4.188680045805126,-5.607196093029288e-05,0
4.188599924128221,-5.904608789011334e-05,0
4.188541930434743,-6.019776383938691e-05,0
4.188503724131496,-5.865090909162873e-05,0
4.18843422195204,-6.141750058326067e-05,0
4.188360799975943,-6.11116717671223e-05,0
4.188296914506053,-6.151015258897275e-05,0
4.188252556608587,-5.6978946167340896e-05,0
4.188165449159923,-6.18203989799504e-05,0
4.188107451933356,-6.183817743181663e-05,0
4.188063823145884,-6.162226592412167e-05,0
4.188022952078554,-5.769720496671127e-05,0
4.187943924734881,-5.980056998620142e-05,0
4.187878293019905,-6.254311115911903e-05,0
4.18782199727077,-6.122246812694243e-05,0
4.187779519129413,-5.8128084652953047e-05,0
4.187708680603556,-5.882339024978478e-05,0
4.187651577226384,-6.009793822032705e-05,0
4.18756777290713,-5.976762527932777e-05,0
4.187505126162075,-6.0232577128083166e-05,0
4.187405863444829,-6.579597010558658e-05,0
4.187336104870223,-6.868472083310095e-05,0
4.187282620825758,-6.613039091236672e-05,0
4.187215911476938,-6.62381542967161e-05,0
4.187155890145093,-6.661071256770512e-05,0
4.187077169201435,-7.023499279785738e-05,0
4.187038900629165,-6.697799743902167e-05,0
4.1869690701308,-6.825070955835954e-05,0
4.186947696857832,-6.20076049298035e-05,0
4.186906668898148,-5.984572639272656e-05,0
4.186865341237269,-5.40522207559846e-05,0
4.186775415652956,-5.606892172664857e-05,0
4.18672298412427,-5.596367014879533e-05,0
4.186671632197193,-5.442792797447637e-05,0
4.186604551858126,-5.513382869670736e-05,0
4.1865403570371535,-5.368121642810308e-05,0
4.186477609298049,-5.612913311159318e-05,0
4.1864221601194345,-5.4691001136575326e-05,0
4.186361618772875,-5.860780849564762e-05,0
4.186321258350641,-5.854105475071592e-05,0
4.186247797133803,-6.175441034654839e-05,0
4.186167990647032,-6.074250059242559e-05,0
4.1861100350498255,-6.129490744442024e-05,0
4.186059931471605,-6.117007255879159e-05,0
4.185985755288827,-6.1879656929964e-05,0
4.185929841537758,-6.1051549939517e-05,0
4.185878276300111,-5.993329979387951e-05,0
4.185805835233582,-6.163248858523929e-05,0
4.185747468427377,-6.141503454983876e-05,0
4.18568732230173,-6.339360489109325e-05,0
4.185615862334768,-6.319347990348944e-05,0
4.185570832256171,-5.971583908612743e-05,0
4.185552922432443,-5.571126173826712e-05,0
4.185488606185807,-5.713252857981743e-05,0
4.18543569980191,-5.500554869168895e-05,0
4.1854027792730095,-5.270622647488565e-05,0
4.185345382613669,-5.328936864419376e-05,0
4.185296946389238,-5.088888443438577e-05,0
4.1851967982685165,-5.506701588604557e-05,0
4.185123504486886,-5.638178148439366e-05,0
4.18507435908055,-5.415032542179788e-05,0
4.184986396752429,-5.844355037423199e-05,0
4.184937329178355,-6.155932540874431e-05,0
4.184899523114392,-5.890830714143647e-05,0
4.184839884526148,-5.958152757621349e-05,0
4.184767944401608,-6.348348714020346e-05,0
4.184694114382224,-6.512682314445684e-05,0
4.184615410542204,-6.815358470344535e-05,0
4.184509956494448,-6.86841774068192e-05,0
4.184473981895794,-6.495225910922997e-05,0
4.184421545645952,-6.528134345984427e-05,0
4.18437703191888,-6.093648335490087e-05,0
4.18433320331155,-6.041258668050275e-05,0
4.184292473227093,-6.070498872992048e-05,0
4.184203669285706,-6.362152404415511e-05,0
4.1841414484178205,-6.264959837869455e-05,0
4.184070853269063,-6.232611131613552e-05,0
4.184015720405068,-5.996901371361218e-05,0
4.18399071343901,-5.192430554386007e-05,0
4.1839343233019965,-5.39658593797121e-05,0
4.183880827213396,-5.4071843255609767e-05,0
4.183826754517303,-5.502774015768708e-05,0
4.1837809434609525,-5.522598505978138e-05,0
4.183723298582883,-5.691746442098023e-05,0
4.183680242660263,-5.2342662544280216e-05,0
4.183604030580034,-5.374178377861583e-05,0
4.183532872995381,-5.379802736813488e-05,0
4.183477646849305,-5.380735557629635e-05,0
4.183404994993911,-5.857184450990261e-05,0
4.183338413082163,-5.959102198334065e-05,0
4.18327652684899,-6.043003644053968e-05,0
4.183252819892296,-5.7393462500687777e-05,0
4.183213522927483,-5.67420533469587e-05,0
4.183146674029844,-5.766245530391956e-05,0
4.183089673291441,-5.905693688221802e-05,0
4.183034523041563,-5.695075384712922e-05,0
4.182981777589118,-5.510954062630802e-05,0
4.182921012983373,-5.566338659317438e-05,0
4.182849039181051,-5.5595581285938775e-05,0
4.182776316951413,-5.620961307499784e-05,0
4.1827263707804505,-5.501560685399199e-05,0
4.182684939894926,-5.678799973694026e-05,0
4.182597271145633,-6.162517818495417e-05,0
4.18253393052088,-6.127435089640088e-05,0
4.18244365105896,-6.460222324813358e-05,0
4.182384680134483,-6.498429070802558e-05,0
4.182334969290929,-6.468082981889723e-05,0
4.182299602666601,-6.214103167723195e-05,0
4.182231889244704,-6.171499363469835e-05,0
4.182193088451479,-5.832284999343074e-05,0
4.182130754943445,-5.956158370050702e-05,0
4.182040063354609,-6.448765403170853e-05,0
4.181985503811356,-6.117673342771468e-05,0
4.181926702417694,-6.072281031865856e-05,0
4.181864499006491,-5.791520524685012e-05,0
4.181778816128249,-6.058640062338583e-05,0
4.181742942450017,-5.920268409118634e-05,0
4.181683291674516,-6.163109920844789e-05,0
4.181653425633981,-5.7846361072311225e-05,0
4.18158290769356,-6.1018075791885454e-05,0
4.181531110903927,-5.9964403951884296e-05,0
4.181482674095666,-5.573892589429974e-05,0
4.1814184321616175,-5.670716497387929e-05,0
4.1813603824946775,-5.663199230161453e-05,0
4.181285439839916,-5.790591665748579e-05,0
4.181231942774929,-5.468733533202653e-05,0
4.181204692117282,-5.382503327355792e-05,0
4.1811356186543565,-5.47673020159678e-05,0
4.181073547544528,-5.7987808945281216e-05,0
4.181015657783379,-5.67249910180756e-05,0
4.180965573964722,-5.655369392050247e-05,0
4.180893200705949,-5.894733897173765e-05,0
4.180812765472925,-6.056666886928852e-05,0
4.180751900894732,-6.084815999454208e-05,0
4.180687205211081,-5.9823462883557e-05,0
4.180618289767903,-6.136530070257606e-05,0
4.180546929619419,-6.577624978625352e-05,0
4.180465786391757,-6.698322625995346e-05,0
4.180394652737566,-6.788948069624823e-05,0
4.180353228527719,-6.624292556605127e-05,0
4.18030704302662,-6.585309381019755e-05,0
4.180248662917224,-6.445377887249748e-05,0
4.180180860119899,-6.31905353025708e-05,0
4.180123792446309,-6.281084484234256e-05,0
4.1800836095458695,-6.035956652112872e-05,0
4.180016056508363,-6.0223325954034125e-05,0
4.179944587994742,-6.023416246776492e-05,0
4.17985829918435,-6.074872074073312e-05,0
4.179815277700466,-5.793750371001494e-05,0
4.179768748662648,-5.8447986507115246e-05,0
4.179696580146347,-6.104628802727774e-05,0
4.179644142511302,-6.0452040592196e-05,0
4.179579045736826,-6.018143830726075e-05,0
4.179490476859278,-6.33315587030836e-05,0
4.179437480649299,-6.461288965704526e-05,0
4.179372731806577,-6.433247017856303e-05,0
4.179328371033339,-6.162169614025715e-05,0
4.1792593235066375,-5.989756777120547e-05,0
4.179221649771134,-5.936279293319302e-05,0
4.179169180523926,-5.99568138721196e-05,0
4.179153556429885,-5.430237164620877e-05,0
4.179087834414791,-5.5630809651141536e-05,0
4.17903392719169,-5.451185451361695e-05,0
4.178978548316639,-5.1192854263870655e-05,0
4.178907790276751,-5.296903725477975e-05,0
4.178840554332602,-5.321774739748264e-05,0
4.178770333811608,-5.580372217313112e-05,0
4.178700355295309,-5.589682113287253e-05,0
4.178644100632388,-5.7754913874585866e-05,0
4.178606188789657,-5.629917342693247e-05,0
4.178536239559158,-6.173168707270804e-05,0
4.17847573120211,-6.121032126804593e-05,0
4.178425747447139,-6.08179744551407e-05,0
4.178365051547782,-6.134967688566916e-05,0
4.178293916077692,-6.138741990593388e-05,0
4.178235695705679,-6.04858626923388e-05,0
4.178180095786373,-5.902380252349459e-05,0
4.178112428854579,-5.879264407298024e-05,0
4.178056067272831,-5.880333595573717e-05,0
4.177995961078492,-6.102277111654786e-05,0
4.177925710207687,-6.105293514711008e-05,0
4.177851621786742,-6.241094153685012e-05,0
4.177798867179084,-6.268802680544638e-05,0
4.177760343519869,-6.047080279136807e-05,0
4.177697333375468,-5.965827022240689e-05,0
4.1776396049370526,-5.960907686262118e-05,0
4.177600444429749,-5.796513566238559e-05,0
4.177565159984654,-5.47268869924622e-05,0
4.177529309227436,-5.2675804539426e-05,0
4.177443956902899,-5.520041755922023e-05,0
4.177369231351326,-5.564788563603429e-05,0
4.177287011662428,-5.646101243135248e-05,0
4.177220869493226,-5.779976858582004e-05,0
4.177160973716152,-5.993698037167761e-05,0
4.177092342378813,-6.0499099665456414e-05,0
4.177035241082884,-6.0436385416817726e-05,0
4.176995193874648,-6.052505551012999e-05,0
4.17693219452168,-6.32965462974866e-05,0
4.176890034126643,-6.392751007933128e-05,0
4.176834059290386,-6.0989761251306615e-05,0
4.176764642269099,-6.045890822274913e-05,0
4.176695155208963,-5.918564534654891e-05,0
4.176637508383766,-5.833611094603341e-05,0
4.176584845666698,-5.761280494542831e-05,0
4.1765123847605405,-5.799576182727861e-05,0
4.176464851146801,-5.703899360831599e-05,0
4.176384526112174,-6.1066776247376e-05,0
4.176332323275732,-5.998712459476252e-05,0
4.176268857407875,-6.211767187682681e-05,0
4.17622235585157,-6.117034388166686e-05,0
4.176161776370276,-6.028658988226354e-05,0
4.176071717709585,-6.234374993772108e-05,0
4.176014327475468,-6.231809082972717e-05,0
4.175935043774614,-6.498018920835236e-05,0
4.175867934809279,-6.444499512614499e-05,0
4.175842259176589,-6.225919702123051e-05,0
4.175794980934592,-5.895451775819183e-05,0
4.175696916091464,-6.354071842675779e-05,0
4.175628448629693,-6.404087781817225e-05,0
4.175577595517903,-6.447603336665609e-05,0
4.175511648611771,-6.5012775850537e-05,0
4.175468874378851,-6.0284333073479246e-05,0
4.17542744433605,-5.868831394186813e-05,0
4.17537048546373,-5.645583108844221e-05,0
4.175307601682432,-5.603331268471124e-05,0
4.175259105958256,-5.831532183329102e-05,0
4.175192948340468,-6.0203259412361376e-05,0
4.175137446204868,-5.594698865962755e-05,0
4.175056042181981,-5.724064477119484e-05,0
4.174967917096804,-6.09678421099602e-05,0
4.174925247837277,-5.8640077449378936e-05,0
4.174862634903601,-6.062394752497369e-05,0
4.174810138710043,-6.173056260063702e-05,0
4.174736320649425,-6.341648143051159e-05,0
4.174666019917083,-6.415817653486755e-05,0
4.174628926662432,-6.301792958236518e-05,0
4.174600764488812,-5.921838516567135e-05,0
4.174555407407832,-5.820387970363328e-05,0
4.174501031099013,-5.5501108296773793e-05,0
4.174442486941813,-5.254301549904028e-05,0
4.174378670033191,-5.465778040862901e-05,0
4.174342988392232,-5.196465113685989e-05,0
4.174294918945707,-5.152197643365497e-05,0
4.174259551623868,-4.767690255569335e-05,0
4.174171569017016,-4.944509000672781e-05,0
4.174096998348359,-5.319283140732267e-05,0
4.174010282985547,-5.9048150326468377e-05,0
4.17394101809553,-6.143893123020661e-05,0
4.173862625807739,-6.384052912746795e-05,0
4.173806004256526,-6.364826852873761e-05,0
4.173757619608811,-6.210504243799874e-05,0
4.1736824480402985,-6.605403519337472e-05,0
4.17365170735258,-6.432115931271909e-05,0
4.17361429359636,-6.452580275073672e-05,0
4.173562756661449,-6.08812355567423e-05,0
4.173502632652279,-5.94365696080068e-05,0
4.173432440020501,-5.7784296504603816e-05,0
4.17338477277514,-5.56245320389337e-05,0
4.173328321930746,-5.343038769929365e-05,0
4.173280498723448,-5.255055330772862e-05,0
4.173210711017034,-5.469085917768624e-05,0
4.173146600711942,-5.358473283560983e-05,0
4.173077397131001,-5.743102215785001e-05,0
4.173022040218604,-5.922533777562578e-05,0
4.172964913355697,-5.9784330575141095e-05,0
4.17292805881998,-5.745738322993077e-05,0
4.172863069720584,-5.693702999165495e-05,0
4.172761846924825,-6.229258503154256e-05,0
4.1727022496195865,-6.260723111592981e-05,0
4.172627626709213,-6.528720142355837e-05,0
4.17254879009257,-6.619209244638214e-05,0
4.172511301333899,-6.35299378043186e-05,0
4.172444978104503,-6.324190264983542e-05,0
4.172372477314386,-6.495629042175821e-05,0
4.172323451951195,-6.414614045020528e-05,0
4.172237918681542,-6.901401384373784e-05,0
4.17216269320251,-7.003765180746413e-05,0
4.172117565481838,-6.442814429865606e-05,0
4.172068028890017,-6.342207295695346e-05,0
4.172029760478161,-5.978662310521798e-05,0
4.171968245934733,-5.805441578372594e-05,0
4.171896551806786,-6.147495271129344e-05,0
4.171849106417879,-5.9587168662389445e-05,0
4.171798823970237,-5.73653344149605e-05,0
4.171724096595235,-5.993553559600073e-05,0
4.1716912126302725,-5.467060512698296e-05,0
4.171635942759659,-5.267504428507763e-05,0
4.171576295624954,-5.412698568845187e-05,0
4.171498418477084,-5.696104129331303e-05,0
4.171433804820507,-5.959556576540237e-05,0
4.171394399881978,-5.738460527551226e-05,0
4.1713356566127695,-5.608951940168083e-05,0
4.171305200563209,-5.439058546699016e-05,0
4.171231372737343,-5.67451232893923e-05,0
4.171140662943244,-5.834336519914274e-05,0
4.171087222786189,-6.039898440839409e-05,0
4.171033592046017,-6.0235071364189706e-05,0
4.170947860883161,-6.284347417926384e-05,0
4.170900216838465,-5.982016386187894e-05,0
4.170840011697109,-5.93793123397468e-05,0
4.170813818142328,-5.805817396495882e-05,0
4.170752371824374,-5.832847883953107e-05,0
4.1706929751317,-6.122254315092946e-05,0
4.170659543963168,-5.718287741753869e-05,0
4.170605237242695,-5.35425700548764e-05,0
4.170526451583886,-5.607712023030232e-05,0
4.170438065949931,-5.95526096086374e-05,0
4.170368254717648,-5.7960616551344654e-05,0
4.170320749431703,-5.7946740676229067e-05,0
4.170259147134655,-5.808645624538755e-05,0
4.170210663427196,-6.031547151321704e-05,0
4.170116493752428,-6.358780719457613e-05,0
4.170053125013368,-6.398501183317862e-05,0
4.17000896494578,-6.505790173871873e-05,0
4.169948639464378,-6.565977783168364e-05,0
4.169920250641512,-6.062009423732917e-05,0
4.169853259981291,-5.848059686393014e-05,0
4.169824189779689,-5.44064937958666e-05,0
4.169746065803714,-5.746836279882928e-05,0
4.1696643047209685,-5.9484241368679135e-05,0
4.169605191723432,-6.0547170376423766e-05,0
4.169533302900057,-5.831908523710183e-05,0
4.169466056014096,-5.870689992715228e-05,0
4.169372104303653,-6.368606421274237e-05,0
4.169297093684789,-6.515457795890356e-05,0
4.169244610135997,-6.756405055154956e-05,0
4.169182784167356,-6.704758139353117e-05,0
4.1691475558326125,-6.766339470765104e-05,0
4.169104603709066,-6.414620946486594e-05,0
4.169041122784816,-6.23181936152406e-05,0
4.168969030506773,-6.361612166587705e-05,0
4.168920576713286,-6.127261867714396e-05,0
4.168879858159594,-5.861978545027568e-05,0
4.16884360981792,-5.284944857333329e-05,0
4.168772795943196,-5.24297741592683e-05,0
4.168701047922687,-5.4356221331008926e-05,0
4.1686344199675744,-5.483641997816591e-05,0
4.168582515339791,-5.6504049282146696e-05,0
4.168564907049788,-5.396966592776664e-05,0
4.168489811931675,-5.513108531411959e-05,0
4.168447362704729,-5.216678020438792e-05,0
4.168376837521621,-5.437391916647272e-05,0
4.168306752964281,-5.731051953121736e-05,0
4.168242729540027,-6.008802778927347e-05,0
4.168206875525171,-5.659204180252786e-05,0
4.1681388366654994,-5.6221125718725065e-05,0
4.168106964017833,-5.27455949741018e-05,0
4.16803601731254,-5.464980272513742e-05,0
4.167961604164774,-6.0330288501386775e-05,0
4.167897088748152,-5.927231835229918e-05,0
4.1678307401075,-6.16622597228833e-05,0
4.16777149525407,-6.053422675513787e-05,0
4.167703607423899,-6.031455403823216e-05,0
4.167658189006652,-5.845405333753107e-05,0
4.167605936766549,-6.009387586223269e-05,0
4.167534348645869,-6.044880196300895e-05,0
4.1674442637838505,-6.627002339829602e-05,0
4.167362498427104,-6.735188854358753e-05,0
4.167284996724279,-6.766074404955802e-05,0
4.16724409989427,-6.529888538819861e-05,0
4.167187429569866,-6.43310537634001e-05,0
4.167110049874373,-6.614453796967012e-05,0
4.167066119175764,-6.37488248135476e-05,0
4.166996957625397,-6.612313812546234e-05,0
4.166944771146128,-6.611656204205118e-05,0
4.166894316973062,-6.400316728072397e-05,0
4.166805732691161,-6.385310926892984e-05,0
4.166739244510994,-6.232539161095118e-05,0
4.166673480874245,-6.115158500339391e-05,0
4.166567531313746,-6.765685805243393e-05,0
4.166542868487007,-6.445610828587078e-05,0
4.166517498268439,-5.9255160593441046e-05,0
4.166442721091554,-6.233980842091924e-05,0
4.16637731688034,-6.196407450564934e-05,0
4.16633913243861,-6.056387075181746e-05,0
4.166264488352638,-6.298286204238223e-05,0
4.166221687045264,-5.84045645896758e-05,0
4.166164998994743,-5.742455162511817e-05,0
4.16612402753016,-5.494533440844052e-05,0
4.166031329133094,-5.3620218065120186e-05,0
4.165975309975261,-5.675585117463911e-05,0
4.165920908141214,-5.9659012722512726e-05,0
4.165851665513442,-5.9105557811278685e-05,0
4.165814676544769,-5.626403355716292e-05,0
4.165733620902506,-6.055115361043306e-05,0
4.165651661637277,-6.128267153613365e-05,0
4.165587422996349,-6.342640489149786e-05,0
4.165553270815683,-6.117281790603002e-05,0
4.165476686000206,-6.473415299543817e-05,0
4.165398631268549,-6.326978645452286e-05,0
4.165326870737108,-6.484392381533866e-05,0
4.165261599523131,-6.593086180828323e-05,0
4.165177495214742,-6.7417029869965e-05,0
4.165079475980989,-7.352005637795145e-05,0
4.165027630867273,-7.059900352324178e-05,0
4.164958864227891,-6.927974093855483e-05,0
4.164881673561261,-7.057494350881655e-05,0
4.164818054898095,-7.352159175875173e-05,0
4.1647417521696175,-7.349338305884245e-05,0
4.164693506408596,-7.051248599534432e-05,0
4.164620684488664,-7.061862484434301e-05,0
4.164543636071424,-7.179634517067157e-05,0
4.164495268844247,-6.822263704950871e-05,0
4.164420849926536,-6.586260544532152e-05,0
4.164382747891704,-6.448829755694163e-05,0
4.1643384718822825,-6.203923456089555e-05,0
4.164293070126902,-5.8860343435895854e-05,0
4.164204268237971,-6.137866601241271e-05,0
4.164135845998164,-6.059061714536185e-05,0
4.1640624561067,-6.310503018962521e-05,0
4.163988897261941,-6.317872267231905e-05,0
4.1639378177774224,-6.0581829400163656e-05,0
4.16386748997667,-6.277788675772556e-05,0
4.163810667326703,-6.1018259983303126e-05,0
4.163744947254181,-6.37800637522723e-05,0
4.16369584153836,-6.426303439228675e-05,0
4.163655813847738,-6.372562791643333e-05,0
4.163576345863085,-6.279223748864026e-05,0
4.163516170124885,-6.196758732786023e-05,0
4.163465987060322,-5.964690463775568e-05,0
4.163419376088025,-5.695211739160655e-05,0
4.163357822601694,-5.799951757285981e-05,0
4.163306467160171,-5.6102281649828e-05,0
4.163241737849402,-5.689294773008058e-05,0
4.163221596754981,-5.233504992006033e-05,0
4.163149965463523,-5.4587607483647103e-05,0
4.1631022108946745,-5.5360295306350335e-05,0
4.163017259909115,-5.590859539701398e-05,0
4.1629456285561,-5.705415687851101e-05,0
4.162888991647822,-5.769954124996701e-05,0
4.1628501153753055,-5.692607127194549e-05,0
4.162784188585965,-5.736340157289632e-05,0
4.1627324650658935,-5.740020942779367e-05,0
4.162676183622248,-5.655542271538749e-05,0
4.162610269670962,-6.113270840186757e-05,0
4.162574316914875,-5.756485486481111e-05,0
4.162511023019224,-5.911878754503164e-05,0
4.162445160994438,-5.720989146764666e-05,0
4.162375616215136,-5.70012340964432e-05,0
4.162319011053565,-5.699805942569469e-05,0
